rep,psi,cond,model,corr,lr,conv
26,0.0,common,FAMF,0.2869161189685641,20.817566621422493,True
27,0.0,common,Baseline,0.14959968232472395,6.01460374081619,True
27,0.0,common,CLF,0.2807987303567908,34164.52455401169,True
27,0.0,common,FAMF,0.1498641656213033,6.014698697563787,True
28,0.0,common,Baseline,0.1596535519949492,6.971686099906943,True
28,0.0,common,CLF,0.7624595805783756,34261.50554721595,True
28,0.0,common,FAMF,0.15967535166801974,6.971954356775164,True
29,0.0,common,Baseline,0.22339679683709043,13.530148694660301,True
29,0.0,common,CLF,-0.55081857825578,33868.17576388825,True
29,0.0,common,FAMF,0.22392349728831257,13.535076851596276,True
30,0.0,common,Baseline,0.12428993211758402,4.198601697096336,True
30,0.0,common,CLF,0.020423759500819785,1258.5309849615196,True
30,0.0,common,FAMF,0.12421996088246717,4.1986797728129535,True
31,0.0,common,Baseline,0.21590209046178346,12.79212018030916,True
31,0.0,common,CLF,0.016994368410715676,1487.0302220075405,True
31,0.0,common,FAMF,0.21604218090098687,12.792392695210204,True
32,0.0,common,Baseline,0.08884618165577025,2.1187708388602786,True
32,0.0,common,CLF,0.015385229886596274,1461.0408720337798,True
32,0.0,common,FAMF,0.08881565505721596,2.118800828343403,True
33,0.0,common,Baseline,0.22596845351535444,13.619500075074283,True
33,0.0,common,CLF,0.018589312748489475,1277.1024563917533,True
33,0.0,common,FAMF,0.22672135806226237,13.623864824936346,True
34,0.0,common,Baseline,0.11683653671105897,3.6910182845158594,True
34,0.0,common,CLF,0.01647952058592069,1643.97512887323,True
34,0.0,common,FAMF,0.11890549037845038,3.780326109088211,True
35,0.0,common,Baseline,0.17886549138265062,8.240027882814186,True
35,0.0,common,CLF,0.020007519798503622,984.4907485854369,True
35,0.0,common,FAMF,0.1942128352381583,9.221752743009075,True
36,0.0,common,Baseline,0.1246528333772757,4.180623139650404,True
36,0.0,common,CLF,0.015921592310038528,1388.9239909265389,True
36,0.0,common,FAMF,0.12465177166715093,4.180636505400315,True
37,0.0,common,Baseline,0.09174578336250659,2.2363709222432178,True
37,0.0,common,CLF,0.016326198906278195,1389.0943482949845,True
37,0.0,common,FAMF,0.09175062556057909,2.23639851024015,True
38,0.0,common,Baseline,0.11323574330781014,3.463398542194712,True
38,0.0,common,CLF,0.016657770285093704,1126.1630384979585,True
38,0.0,common,FAMF,0.11326854304031327,3.4635597160141387,True
39,0.0,common,Baseline,0.231673837005909,14.494349150248047,True
39,0.0,common,CLF,0.020822290340799528,1083.671304774948,True
39,0.0,common,FAMF,0.23660961085928725,14.854849742875555,True
40,0.0,common,Baseline,0.26890495146511517,19.302836843076246,True
40,0.0,common,CLF,0.009255537028915451,20465.203202416433,True
40,0.0,common,FAMF,0.28170289521423164,20.299996416212213,True
41,0.0,common,Baseline,0.25397947927635156,17.66217875098037,True
41,0.0,common,CLF,0.0092407018213354,20281.251711223955,True
41,0.0,common,FAMF,0.2570469185490032,17.887698514914447,True
42,0.0,common,Baseline,0.132953027127234,4.7031643877119915,True
42,0.0,common,CLF,0.0094220567840143,20476.261198740667,True
42,0.0,common,FAMF,0.1330005147626524,4.703352354600973,True
43,0.0,common,Baseline,0.1853702164207336,9.23292191052952,True
43,0.0,common,CLF,0.008600941470896113,20228.463041439463,True
43,0.0,common,FAMF,0.1931443100584643,9.793254819753502,True
44,0.0,common,Baseline,0.06290925241783545,1.0360086204189596,True
44,0.0,common,CLF,0.009927775622772774,20566.028786696883,True
44,0.0,common,FAMF,0.06746077176267522,1.164358269886991,True
45,0.0,common,Baseline,0.09366763315684508,2.367901843938501,True
45,0.0,common,CLF,0.009607208256328647,20966.170838694597,True
45,0.0,common,FAMF,0.0936348216132001,2.36752008364088,True
46,0.0,common,Baseline,0.23848050504569276,15.644768146452266,True
46,0.0,common,CLF,0.009183300333256377,20877.96484545623,True
46,0.0,common,FAMF,0.24376377684540756,16.064424449170964,True
47,0.0,common,Baseline,0.22317873640616348,13.577176875977123,True
47,0.0,common,CLF,0.009535686679818545,20676.362851811446,True
47,0.0,common,FAMF,0.22377116745482103,13.576329235480811,True
48,0.0,common,Baseline,0.04108819324470305,0.4548485286155106,True
48,0.0,common,CLF,0.009234944860580215,22011.387426461384,True
48,0.0,common,FAMF,0.04151843149945161,0.4607853662719208,True
49,0.0,common,Baseline,0.06789746747258955,1.2367563311946022,True
49,0.0,common,CLF,0.00829057938765134,20669.192048963654,True
49,0.0,common,FAMF,0.0738642740818838,1.4000270234702121,True
50,0.0,common,Baseline,0.16813882802841362,7.6166150138456725,True
50,0.0,common,CLF,0.9988613105419671,0.0,True
50,0.0,common,FAMF,0.17709101142928374,8.216342668776576,True
51,0.0,common,Baseline,0.15804033165671574,6.768811200290928,True
51,0.0,common,CLF,0.9988815453084358,0.0,True
51,0.0,common,FAMF,0.16147193100513715,6.9507825268280055,True
52,0.0,common,Baseline,0.303412830317726,25.09842291147738,True
52,0.0,common,CLF,0.9991425434227109,0.0,True
52,0.0,common,FAMF,0.30340584414297167,25.09822986901903,True
53,0.0,common,Baseline,0.14777667144550882,5.837902194247588,True
53,0.0,common,CLF,0.9988380698783929,0.0,True
53,0.0,common,FAMF,0.14778077826266775,5.837923557603634,True
54,0.0,common,Baseline,0.08779715836756641,1.979803812863004,True
54,0.0,common,CLF,0.9989848026881483,0.0,True
54,0.0,common,FAMF,0.08778184571441489,1.97993400696455,True
55,0.0,common,Baseline,0.09104451439402556,2.193130618783414,True
55,0.0,common,CLF,0.9989994620188131,0.0,True
55,0.0,common,FAMF,0.09094383093498369,2.193118091046202,True
56,0.0,common,Baseline,0.1984406771759063,10.83035464909672,True
56,0.0,common,CLF,0.9987203641397087,0.0,True
56,0.0,common,FAMF,0.20314488448954993,10.933088021452285,True
57,0.0,common,Baseline,0.23805785018460893,15.232054456350149,True
57,0.0,common,CLF,0.9991728092557011,0.0,True
57,0.0,common,FAMF,0.2381352479682394,15.23211636952124,True
58,0.0,common,Baseline,0.17155994994568774,8.01252312932981,True
58,0.0,common,CLF,0.998888614172599,0.0,True
58,0.0,common,FAMF,0.1774805535642631,8.445176145023321,True
59,0.0,common,Baseline,0.21512416005866372,12.704458944208127,True
59,0.0,common,CLF,0.9991706142221546,0.0,True
59,0.0,common,FAMF,0.21931075482813436,12.688338454891168,True
60,0.0,common,Baseline,0.23432999533075138,15.19443300264641,True
60,0.0,common,CLF,-0.2698227436663699,33784.34839049102,True
60,0.0,common,FAMF,0.23455128005948614,15.195753947138376,True
61,0.0,common,Baseline,0.15808626838281117,6.751868985143616,True
61,0.0,common,CLF,-0.2698227436663699,33975.46838246568,True
61,0.0,common,FAMF,0.1580388397024472,6.751521265196539,True
62,0.0,common,Baseline,0.2036709606315702,11.414010097085411,True
62,0.0,common,CLF,0.1947499456810153,33810.33236020751,True
62,0.0,common,FAMF,0.20992199485976917,11.858681244155607,True
63,0.0,common,Baseline,0.2346925786092466,14.935901510289309,True
63,0.0,common,CLF,0.1947499456810153,33652.431764791676,True
63,0.0,common,FAMF,0.23792730136913914,15.179986219143672,True
64,0.0,common,Baseline,0.22534328240423382,13.273917325989684,True
64,0.0,common,CLF,0.620310651006048,33415.022838497796,True
64,0.0,common,FAMF,0.2349129368662371,13.460519186060242,True
65,0.0,common,Baseline,0.1540889792429661,6.037762697537888,True
65,0.0,common,CLF,0.620310651006048,33081.63323554592,True
65,0.0,common,FAMF,0.1650402731181672,6.586189406401897,True
66,0.0,common,Baseline,0.16250271527565552,7.012404825568211,True
66,0.0,common,CLF,0.620310651006048,33539.35552400608,True
66,0.0,common,FAMF,0.16297273040805352,7.012351481704899,True
67,0.0,common,Baseline,0.23141563001678425,14.650249526897817,True
67,0.0,common,CLF,0.620310651006048,33680.00114695453,True
67,0.0,common,FAMF,0.23942072062502162,15.194144690934312,True
68,0.0,common,Baseline,0.23474634937091582,14.829780344018967,True
68,0.0,common,CLF,0.620310651006048,33495.20979400336,True
68,0.0,common,FAMF,0.23856945788536282,15.0964307681733,True
69,0.0,common,Baseline,0.1135312956435093,3.472380778211768,True
69,0.0,common,CLF,0.620310651006048,33519.76665128933,True
69,0.0,common,FAMF,0.12291774202540239,3.8972532895682885,True
70,0.0,common,Baseline,0.16537530706083328,7.385389064845004,True
70,0.0,common,CLF,0.017077938474039427,1201.8743832784382,True
70,0.0,common,FAMF,0.17211828513851002,7.876571190843588,True
71,0.0,common,Baseline,0.18122479347155285,8.801795988998814,True
71,0.0,common,CLF,0.01687082264581209,1181.5139982938076,True
71,0.0,common,FAMF,0.18177541632059524,8.810373305282146,True
72,0.0,common,Baseline,0.29549550091969856,23.859776279418412,True
72,0.0,common,CLF,0.01908729385796102,0.0,True
72,0.0,common,FAMF,0.295429176373697,23.859379943868376,True
73,0.0,common,Baseline,0.23658284021561674,15.50216672412431,True
73,0.0,common,CLF,0.017806201132663298,0.0,True
73,0.0,common,FAMF,0.2366595185368871,15.502131133839857,True
74,0.0,common,Baseline,0.22007135028257546,13.029410593675484,True
74,0.0,common,CLF,0.019219079918981922,0.0,True
74,0.0,common,FAMF,0.21999600411544204,13.029593368975437,True
75,0.0,common,Baseline,0.16417508553746213,7.177068577824313,True
75,0.0,common,CLF,0.017870056417262994,0.0,True
75,0.0,common,FAMF,0.16662896876454572,7.227298444918283,True
76,0.0,common,Baseline,0.2454733574143611,16.550185610510656,True
76,0.0,common,CLF,0.01700992003131021,0.0,True
76,0.0,common,FAMF,0.24550088578463186,16.550120011777995,True
77,0.0,common,Baseline,0.1558791548837137,6.568308251535184,True
77,0.0,common,CLF,0.017851514532371545,0.0,True
77,0.0,common,FAMF,0.15592182451999048,6.568454777831242,True
78,0.0,common,Baseline,0.21452361795621283,12.351633569649964,True
78,0.0,common,CLF,0.02019753302124268,0.0,True
78,0.0,common,FAMF,0.21643696063558707,12.42873151451271,True
79,0.0,common,Baseline,0.15331745734834412,6.323110115974817,True
79,0.0,common,CLF,0.015759910120359523,0.0,True
79,0.0,common,FAMF,0.15315053868727432,6.323525984606118,True
80,0.0,common,Baseline,0.20498744970510824,11.159276851065938,True
80,0.0,common,CLF,0.010148085721939955,19173.120300534076,True
80,0.0,common,FAMF,0.20517004876123537,11.159609302148528,True
81,0.0,common,Baseline,0.33428685304876116,31.063685579650347,True
81,0.0,common,CLF,0.009695523817324136,19181.92204857273,True
81,0.0,common,FAMF,0.34559707529128403,32.3679328583157,True
82,0.0,common,Baseline,0.18019171266015568,8.820030703624605,True
82,0.0,common,CLF,0.009518967958760222,19426.127954372958,True
82,0.0,common,FAMF,0.20189698339843168,10.424961704626082,True
83,0.0,common,Baseline,0.18045002204212185,8.672190257295032,True
83,0.0,common,CLF,0.009779490583922145,18917.426945042702,True
83,0.0,common,FAMF,0.18586247516359533,9.039056703584183,True
84,0.0,common,Baseline,0.20550212338347487,11.050432231972282,True
84,0.0,common,CLF,0.01068946364567647,18879.475296322184,True
84,0.0,common,FAMF,0.2055641886089832,11.05040571354563,True
85,0.0,common,Baseline,0.14578782405491017,5.780592407092385,True
85,0.0,common,CLF,0.00824230961349514,8208.923851467589,True
85,0.0,common,FAMF,0.1492320090172723,5.772279367756699,True
86,0.0,common,Baseline,0.1451680363123042,5.670755335026486,True
86,0.0,common,CLF,0.011470991254344922,8193.305330356334,True
86,0.0,common,FAMF,0.14496216612697221,5.67085394053945,True
87,0.0,common,Baseline,0.2001944930835591,10.956903786219677,True
87,0.0,common,CLF,0.008721706482894935,8228.916480554923,True
87,0.0,common,FAMF,0.19996962289619516,10.95678937475012,True
88,0.0,common,Baseline,0.0971372809230388,2.4316755341277343,True
88,0.0,common,CLF,0.01007650290687839,104.96654083633953,True
88,0.0,common,FAMF,0.09859477573281811,2.460983431425184,True
89,0.0,common,Baseline,0.19792070438363152,10.646796103364336,True
89,0.0,common,CLF,0.009704589122879768,497.2150258864364,True
89,0.0,common,FAMF,0.19744112727784335,10.646069565360612,True
90,0.0,common,Baseline,0.28037626868255516,21.891959059394082,True
90,0.0,common,CLF,0.6531747270862275,33450.61273349808,True
90,0.0,common,FAMF,0.2954456624956419,23.09019192595379,True
91,0.0,common,Baseline,0.20237082139542376,11.224421694093671,True
91,0.0,common,CLF,0.717082686935901,33605.25589733049,True
91,0.0,common,FAMF,0.2118286213635442,11.960664487619542,True
92,0.0,common,Baseline,0.09298741207226045,2.2623776827781263,True
92,0.0,common,CLF,0.6870559272134008,33413.03395640181,True
92,0.0,common,FAMF,0.09305044669145732,2.26173885690835,True
93,0.0,common,Baseline,0.16268912816993492,7.271890280227881,True
93,0.0,common,CLF,0.6285782463753936,33779.78939321047,True
93,0.0,common,FAMF,0.16280972068330027,7.272211853096298,True
94,0.0,common,Baseline,0.1753423169569763,8.15195482599831,True
94,0.0,common,CLF,-0.4057590717436582,40037.2356065539,True
94,0.0,common,FAMF,0.20155160071499056,10.06736527967998,True
95,0.0,common,Baseline,0.2170720106144851,12.88472525888959,True
95,0.0,common,CLF,-0.4057590717436582,38020.35819837656,True
95,0.0,common,FAMF,0.217087749863587,12.88463505717452,True
96,0.0,common,Baseline,0.15657368310896555,6.665330539275747,True
96,0.0,common,CLF,0.595179794846261,33688.96149936565,True
96,0.0,common,FAMF,0.1567948122929128,6.665329975055078,True
97,0.0,common,Baseline,0.2958171121897844,24.642818407373312,True
97,0.0,common,CLF,0.7216062791634189,41136.096040549135,True
97,0.0,common,FAMF,0.29570915717086704,24.64292115418666,True
98,0.0,common,Baseline,0.26744720170425546,19.340357947726414,True
98,0.0,common,CLF,0.7216062791634189,41121.78667094533,True
98,0.0,common,FAMF,0.26730694319575704,19.34052283364801,True
99,0.0,common,Baseline,0.2027245745513201,11.199196542821626,True
99,0.0,common,CLF,0.613038504096853,41386.27530659331,True
99,0.0,common,FAMF,0.20554300828411684,11.378085579213423,True
100,0.0,common,Baseline,0.18511272067128842,9.01306362812452,True
100,0.0,common,CLF,0.9993481225689896,0.0,True
100,0.0,common,FAMF,0.1883992876241904,9.221745763852422,True
101,0.0,common,Baseline,0.2426937216186706,16.37859390084149,True
101,0.0,common,CLF,0.999255926531544,0.0,True
101,0.0,common,FAMF,0.24294809261242287,16.37945216869098,True
102,0.0,common,Baseline,0.22349493104722543,13.565097122705138,True
102,0.0,common,CLF,0.9992062317181208,0.0,True
102,0.0,common,FAMF,0.2234041944187901,13.565157566239721,True
103,0.0,common,Baseline,0.1842140446629798,9.115588347597718,True
103,0.0,common,CLF,0.9993510550846448,0.0,True
103,0.0,common,FAMF,0.1842539341554635,9.115599623611786,True
104,0.0,common,Baseline,0.30096418919668705,24.880544888568167,True
104,0.0,common,CLF,0.9994818973769513,0.0,True
104,0.0,common,FAMF,0.3067331910605952,25.2694584123207,True
105,0.0,common,Baseline,0.3047347489852075,25.658557381218472,True
105,0.0,common,CLF,0.9994979320959207,0.0,True
105,0.0,common,FAMF,0.3046854390789698,25.658478232056975,True
106,0.0,common,Baseline,0.1288101213265958,4.381004074022705,True
106,0.0,common,CLF,0.9995287192086634,0.0,True
106,0.0,common,FAMF,0.145190966556325,5.345217086602872,True
107,0.0,common,Baseline,0.1665669937412871,7.3408086772289725,True
107,0.0,common,CLF,0.9993999154527812,0.0,True
107,0.0,common,FAMF,0.16671602339623773,7.341314126626198,True
108,0.0,common,Baseline,0.20453007209464366,11.370806423019463,True
108,0.0,common,CLF,0.9994233508997253,0.0,True
108,0.0,common,FAMF,0.20484228342347854,11.371367770571432,True
109,0.0,common,Baseline,0.24836531914311863,16.900566048346064,True
109,0.0,common,CLF,0.9994708451868695,0.0,True
109,0.0,common,FAMF,0.24828861867250937,16.90058814351682,True
110,0.0,common,Baseline,0.17620512412750286,8.484348728531213,True
110,0.0,common,CLF,0.015883649903126556,0.0,True
110,0.0,common,FAMF,0.17634560163108196,8.484345842365423,True
111,0.0,common,Baseline,0.24005571268259962,15.370064778042806,True
111,0.0,common,CLF,0.016902573314464656,0.0,True
111,0.0,common,FAMF,0.2399675827021789,15.36928814736113,True
112,0.0,common,Baseline,0.18304237849144506,9.01698316633151,True
112,0.0,common,CLF,0.016736124189731902,0.0,True
112,0.0,common,FAMF,0.18326784935072746,9.016818795977947,True
113,0.0,common,Baseline,0.2621821585911269,18.828538567444575,True
113,0.0,common,CLF,0.020665270281852523,0.0,True
113,0.0,common,FAMF,0.2621280417304539,18.828549812075195,True
114,0.0,common,Baseline,0.19250828914950766,10.039295461969399,True
114,0.0,common,CLF,0.01942225822265588,0.0,True
114,0.0,common,FAMF,0.20352749441761056,10.740824760945685,True
115,0.0,common,Baseline,0.11459929042457527,3.4723097011395208,True
115,0.0,common,CLF,0.017266727251677078,0.0,True
115,0.0,common,FAMF,0.11702228375362374,3.556207980215797,True
116,0.0,common,Baseline,0.08415078075951378,1.8830099327200074,True
116,0.0,common,CLF,0.016551177801561873,0.0,True
116,0.0,common,FAMF,0.10638386596599403,2.8568971418979565,True
117,0.0,common,Baseline,0.12600620985071212,4.233214521744795,True
117,0.0,common,CLF,0.01749578001019733,0.0,True
117,0.0,common,FAMF,0.13247800041898064,4.596954068016046,True
118,0.0,common,Baseline,0.2410968799806694,16.01096423505774,True
118,0.0,common,CLF,0.01918579759152431,0.0,True
118,0.0,common,FAMF,0.2409129674287236,16.010742019812568,True
119,0.0,common,Baseline,0.10801078096829139,3.0242134379235406,True
119,0.0,common,CLF,0.01812242339537697,0.0,True
119,0.0,common,FAMF,0.12116034551660475,3.647030887984256,True
120,0.0,common,Baseline,0.17496869200085916,8.347578054965373,True
120,0.0,common,CLF,0.6077215429743212,41044.88615324431,True
120,0.0,common,FAMF,0.1783741258024296,8.46621467260394,True
121,0.0,common,Baseline,0.20354585584076457,11.16156486404947,True
121,0.0,common,CLF,0.5025488556423099,41104.33124286051,True
121,0.0,common,FAMF,0.2102343659222729,11.533024236734091,True
122,0.0,common,Baseline,0.23721283778262986,15.472777609681447,True
122,0.0,common,CLF,0.7051178781742615,41010.80445036712,True
122,0.0,common,FAMF,0.2371326001617715,15.47266484075056,True
123,0.0,common,Baseline,0.21289064461748083,12.629325368246773,True
123,0.0,common,CLF,0.5894750903220114,41207.92888881963,True
123,0.0,common,FAMF,0.2163873524028226,12.853602515012732,True
124,0.0,common,Baseline,0.1765467169492476,8.396639885571883,True
124,0.0,common,CLF,0.5894750903220114,41564.96467126996,True
124,0.0,common,FAMF,0.18845899208514463,9.258856810115509,True
125,0.0,common,Baseline,0.12531914637666147,4.168072549407828,True
125,0.0,common,CLF,0.5894750903220114,41049.452234531855,True
125,0.0,common,FAMF,0.12532685972929203,4.168115958516637,True
126,0.0,common,Baseline,0.21419822745554065,12.523960732331917,True
126,0.0,common,CLF,0.5894750903220114,41058.34226516545,True
126,0.0,common,FAMF,0.21411260065340929,12.524197438715403,True
127,0.0,common,Baseline,0.29743037433358344,24.115239252722095,True
127,0.0,common,CLF,0.5894750903220114,41344.012231213776,True
127,0.0,common,FAMF,0.29732547500774215,24.11533003398414,True
128,0.0,common,Baseline,0.17034999074769358,7.849803391664867,True
128,0.0,common,CLF,-0.4554391978326456,41291.41393797616,True
128,0.0,common,FAMF,0.17047233037343737,7.849861210726003,True
129,0.0,common,Baseline,0.1677330895421206,7.66806012425635,True
129,0.0,common,CLF,-0.4554391978326456,41032.00859507293,True
129,0.0,common,FAMF,0.17129646946560684,7.890822313798717,True
130,0.0,common,Baseline,0.20297732203841415,11.081138064556766,True
130,0.0,common,CLF,0.9996196779178713,0.0,True
130,0.0,common,FAMF,0.20289987341251398,11.081375486856096,True
131,0.0,common,Baseline,0.16995690355437218,7.689460990786758,True
131,0.0,common,CLF,0.9994420732086413,0.0,True
131,0.0,common,FAMF,0.1782541219288397,8.234537763053291,True
132,0.0,common,Baseline,0.19855160752608939,10.585742508415894,True
132,0.0,common,CLF,0.9995699263749823,0.0,True
132,0.0,common,FAMF,0.20480674318362085,11.031982331053594,True
133,0.0,common,Baseline,0.20712278856817865,11.279072180398042,True
133,0.0,common,CLF,0.9985603795950736,0.0,True
133,0.0,common,FAMF,0.2106894606218842,11.338112713905728,True
134,0.0,common,Baseline,0.14587333610616043,5.743236555559427,True
134,0.0,common,CLF,0.9993494819423573,0.0,True
134,0.0,common,FAMF,0.14608814702104217,5.743366984903538,True
135,0.0,common,Baseline,0.3657452346630963,37.89691215828378,True
135,0.0,common,CLF,0.9995210382805547,0.0,True
135,0.0,common,FAMF,0.37386026578064274,38.48153822833804,True
136,0.0,common,Baseline,0.10119798302522393,2.693622102893354,True
136,0.0,common,CLF,0.9994879291911082,0.0,True
136,0.0,common,FAMF,0.1012670324718074,2.6939081309134245,True
137,0.0,common,Baseline,0.273326467425697,20.721628559387447,True
137,0.0,common,CLF,0.9994816565719166,0.0,True
137,0.0,common,FAMF,0.2732940288782225,20.721781591971315,True
138,0.0,common,Baseline,0.10650261487232232,3.000691416465145,True
138,0.0,common,CLF,0.999577654447326,0.0,True
138,0.0,common,FAMF,0.11655334094534316,3.4173896743222976,True
139,0.0,common,Baseline,0.1799894049349679,8.806405223179091,True
139,0.0,common,CLF,0.9995451507685227,0.0,True
139,0.0,common,FAMF,0.1802777190209322,8.80643790463547,True
140,0.0,common,Baseline,0.24297945988609376,15.727652503334221,True
140,0.0,common,CLF,0.010201218249871467,412.13622916700325,True
140,0.0,common,FAMF,0.2716427150032468,18.173369473405195,True
141,0.0,common,Baseline,0.19791491542202508,10.65928591234066,True
141,0.0,common,CLF,0.008862772941188363,4915.965599820376,True
141,0.0,common,FAMF,0.19764723090901057,10.659308048644302,True
142,0.0,common,Baseline,0.21426627884737853,12.412574759700249,True
142,0.0,common,CLF,0.009629022754567949,5294.809532241033,True
142,0.0,common,FAMF,0.21815776958126443,12.557838150041052,True
143,0.0,common,Baseline,0.2071526493522131,11.624752389158676,True
143,0.0,common,CLF,0.009351375894756538,5292.250926511527,True
143,0.0,common,FAMF,0.21111186552793915,11.900761702332817,True
144,0.0,common,Baseline,0.19277683451166772,9.692357717702237,True
144,0.0,common,CLF,0.01114243121575164,4716.299475887081,True
144,0.0,common,FAMF,0.1942277349006748,9.70611020997602,True
145,0.0,common,Baseline,0.2021100702114194,11.123551535825076,True
145,0.0,common,CLF,0.00960870310280548,4896.965934584128,True
145,0.0,common,FAMF,0.20627977260073949,11.197667639576686,True
146,0.0,common,Baseline,0.20012319695673622,10.911018031630553,True
146,0.0,common,CLF,0.00838287796436318,4740.058807695675,True
146,0.0,common,FAMF,0.2004055939346353,10.911407457615866,True
147,0.0,common,Baseline,0.18194557770103592,8.98781561761516,True
147,0.0,common,CLF,0.008088960123948118,5091.350899090683,True
147,0.0,common,FAMF,0.18188168305091193,8.987896037143019,True
148,0.0,common,Baseline,0.12639906450353475,4.2182806493472675,True
148,0.0,common,CLF,0.00855347621875417,4861.587896553893,True
148,0.0,common,FAMF,0.1267174551073467,4.218280189938337,True
149,0.0,common,Baseline,0.13801157882172307,5.043382986846622,True
149,0.0,common,CLF,0.010209146955399396,4893.529603568825,True
149,0.0,common,FAMF,0.13796526752532443,5.043218717703731,True
150,0.0,common,Baseline,0.2695519190693954,20.157106945961406,True
150,0.0,common,CLF,-0.46757998576025717,41003.921327173135,True
150,0.0,common,FAMF,0.269486329960809,20.157087170371177,True
151,0.0,common,Baseline,0.11172613502237001,3.331804617422657,True
151,0.0,common,CLF,-0.46757998576025717,41263.36541626774,True
151,0.0,common,FAMF,0.11177017259051977,3.3318309524817487,True
152,0.0,common,Baseline,0.2753551640962886,21.29718652524794,True
152,0.0,common,CLF,-0.46757998576025717,41427.355413699566,True
152,0.0,common,FAMF,0.27542788981724226,21.297129630815768,True
153,0.0,common,Baseline,0.15811278651398467,6.683798870018986,True
153,0.0,common,CLF,-0.46757998576025717,41328.88468841877,True
153,0.0,common,FAMF,0.1583222192293346,6.684084579509356,True
154,0.0,common,Baseline,0.11916919190361656,3.770828725813807,True
154,0.0,common,CLF,0.5762740338042777,41405.02440141534,True
154,0.0,common,FAMF,0.1187876137506866,3.7708072583534893,True
155,0.0,common,Baseline,0.14650749787288722,5.790444508578478,True
155,0.0,common,CLF,0.6851006034587621,40999.85694060432,True
155,0.0,common,FAMF,0.1496605865949538,5.934590873537253,True
156,0.0,common,Baseline,0.18016479402157698,8.652070400431404,True
156,0.0,common,CLF,0.5908244846647768,41056.70204134314,True
156,0.0,common,FAMF,0.1802570059931772,8.652469953240827,True
157,0.0,common,Baseline,0.2560901714475091,18.130362402178037,True
157,0.0,common,CLF,0.5908244846647768,40995.22728521342,True
157,0.0,common,FAMF,0.26446659046146137,18.922570691174748,True
158,0.0,common,Baseline,0.08483545754699878,1.9222575916945086,True
158,0.0,common,CLF,0.6081739376631367,41045.01885464639,True
158,0.0,common,FAMF,0.08735263649628303,2.0176846320925534,True
159,0.0,common,Baseline,0.21569545185155503,12.614375707199546,True
159,0.0,common,CLF,0.6724127574153915,41117.54175295966,True
159,0.0,common,FAMF,0.21560264798105333,12.61437725394189,True
160,0.0,common,Baseline,0.19003790678210736,9.75521947669718,True
160,0.0,common,CLF,0.016802218221148062,0.0,True
160,0.0,common,FAMF,0.19695848816376607,10.237043374462559,True
161,0.0,common,Baseline,0.1351951178017356,4.878862626295559,True
161,0.0,common,CLF,0.019195141617473894,0.0,True
161,0.0,common,FAMF,0.1481968167242896,5.55603426054614,True
162,0.0,common,Baseline,0.19327654887390106,10.230667525177772,True
162,0.0,common,CLF,0.019181866327863298,0.0,True
162,0.0,common,FAMF,0.1932911872854828,10.227020436268687,True
163,0.0,common,Baseline,0.17564381400135895,8.182989559678642,True
163,0.0,common,CLF,0.017803479613244837,0.0,True
163,0.0,common,FAMF,0.17605539016942492,8.188501538672478,True
164,0.0,common,Baseline,0.09384792835746394,2.393270830493634,True
164,0.0,common,CLF,0.014395318369100633,0.0,True
164,0.0,common,FAMF,0.09557713539669645,2.3900546872752333,True
165,0.0,common,Baseline,0.27768943075415226,21.430596865366148,True
165,0.0,common,CLF,0.017247299263167263,0.0,True
165,0.0,common,FAMF,0.277792882213997,21.430562593604083,True
166,0.0,common,Baseline,0.13242273893139622,4.595336332193057,True
166,0.0,common,CLF,0.018673522973702963,0.0,True
166,0.0,common,FAMF,0.13747264819733784,4.8444997831106456,True
167,0.0,common,Baseline,0.10368120042737128,2.8377141405456285,True
167,0.0,common,CLF,0.02112152086804875,0.0,True
167,0.0,common,FAMF,0.10393142296210055,2.835113906368125,True
168,0.0,common,Baseline,0.1611378190653717,7.036386511002302,True
168,0.0,common,CLF,0.01709251222052693,0.0,True
168,0.0,common,FAMF,0.1729136222775445,7.764566340643327,True
169,0.0,common,Baseline,0.22898947179616025,13.75116354244536,True
169,0.0,common,CLF,0.017412995848740353,0.0,True
169,0.0,common,FAMF,0.25550764331173803,15.757871273458822,True
170,0.0,common,Baseline,0.1545221423131891,6.299580823040836,True
170,0.0,common,CLF,0.9996103097073713,0.0,True
170,0.0,common,FAMF,0.1759558522401292,7.751906190125466,True
171,0.0,common,Baseline,0.1675125105451137,7.525269297872516,True
171,0.0,common,CLF,0.9995376225054088,0.0,True
171,0.0,common,FAMF,0.19607774088010427,9.674830599853241,True
172,0.0,common,Baseline,0.23163516772610154,14.654615643090406,True
172,0.0,common,CLF,0.9996199206075921,0.0,True
172,0.0,common,FAMF,0.23172757199036753,14.655409097030914,True
173,0.0,common,Baseline,0.20731024479919272,11.600240284377724,True
173,0.0,common,CLF,0.9995496891555998,0.0,True
173,0.0,common,FAMF,0.2079596702610223,11.603491147203872,True
174,0.0,common,Baseline,0.30522510074951975,25.422456010546377,True
174,0.0,common,CLF,0.9996771524207271,0.0,True
174,0.0,common,FAMF,0.3083331203742871,25.565560074253682,True
175,0.0,common,Baseline,0.2260059686211431,13.77250521209628,True
175,0.0,common,CLF,0.9997002871420072,0.0,True
175,0.0,common,FAMF,0.2259918322040544,13.77265224083879,True
